ebb,"v.退潮；衰退[红宝书]"
pharmacology,"n.药理学，药物学[红宝书]"
rococo,"n.洛可可 adj.洛可可式的，过分修饰的 "
flourish,"茂盛，繁荣：achieve success；装饰：ornamentation"
flourished,"1.n. 兴旺；茂盛；挥舞；炫耀；华饰 2.vt. 夸耀；挥舞 3.vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期[新经济人高频]"
loutish,"粗鲁的：awkward, stupid and boorish"
nourish,"养育，培养：provide with food；培养，促进：help with growth"
armoire,"壁柜，衣橱, 衣柜 "
humdrum,"千篇一律，单调：lack of variety；无聊的，乏味的：lacking excitement"
otherworldly,"adj.非现实世界的，超世俗的，超自然的 "
ebullient,"热情奔放的：zestfully"
ebullience,"n.（感情等的）奔放，兴高采烈；沸腾[红宝书]"
emollient,"起缓和作用的：less intense"
despondent,"a.失望的，意气消沉的[红宝书]"
descendant,"后代：deriving directly from"
discontent,"n.不满 v.使不满  adj.不满的[红宝书]"
exponent,"倡导者，支持者：advocates；实践者，典型代表：full realization"
resplendent,"华丽辉煌的：brilliantly"
responding,"1.n. 反应 2.v. 反应；作答（respond的ing形式） 3.adj. 响应的[新经济人高频]"
dysphoric,"adj.烦躁不安的 "
unflappable,"镇定的，从容不迫的：not easily upset"
prolific,"a.多产的，多结果的[红宝书]"
politic,"精明能干的：shrewdness；合时宜的，明智的：suitable"
dismissal,"解雇通知, [法]驳回，拒绝受理 "
